subject,relation,object
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,SpiritualSupport
Rearing Successful Sons RSS (Presbytery of Philadelphia),audience,Children
Rearing Successful Sons RSS (Presbytery of Philadelphia),language,English
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,Recreation
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,CaseManagement
Rearing Successful Sons RSS (Presbytery of Philadelphia),audience,Teens
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,MentalHealthCare
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,Mentoring
Rearing Successful Sons RSS (Presbytery of Philadelphia),audience,AfricanAmerican
Rearing Successful Sons RSS (Presbytery of Philadelphia),cost,Free
Rearing Successful Sons RSS (Presbytery of Philadelphia),availability,Available
Rearing Successful Sons RSS (Presbytery of Philadelphia),audience,Male
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,AfterSchoolCare
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,MoreEducation
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,FinancialEducation
Rearing Successful Sons RSS (Presbytery of Philadelphia),category,SupportNetwork
Rearing Successful Sons RSS (Presbytery of Philadelphia),service type,Mental Health
Rearing Successful Sons RSS (Presbytery of Philadelphia),postalCode,"""19146"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),url,"""https://www.twitter.com/@Presby_Phl"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),url,"""https://www.facebook.com/pages/Presbytery-of-Philadelphia/220169698151940"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),identifier,"""Rearing Successful Sons RSS (Presbytery of Philadelphia)_6229254958350336"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),name,""""""
Rearing Successful Sons RSS (Presbytery of Philadelphia),name,"""Rearing Successful Sons RSS (Presbytery of Philadelphia)"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),hasMap,XMLSchema#anyUri
Rearing Successful Sons RSS (Presbytery of Philadelphia),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Rearing Successful Sons RSS (Presbytery of Philadelphia),provider,Rearing Successful Sons RSS (Presbytery of Philadelphia)
Rearing Successful Sons RSS (Presbytery of Philadelphia),address,"""1201 South 23rd Street, Philadelphia, PA 19146"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),longitude,XMLSchema#decimal
Rearing Successful Sons RSS (Presbytery of Philadelphia),availableChannel,AB-Rearing Successful Sons RSS (Presbytery of Philadelphia)
Rearing Successful Sons RSS (Presbytery of Philadelphia),availableChannel,P-Rearing Successful Sons RSS (Presbytery of Philadelphia)
Rearing Successful Sons RSS (Presbytery of Philadelphia),containedInPlace,19146
Rearing Successful Sons RSS (Presbytery of Philadelphia),description,Rearing Successful Sons RSS (Presbytery of Philadelphia)
Rearing Successful Sons RSS (Presbytery of Philadelphia),telephone,"""tel:+1-215-389-5504"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),text,"""Rearing Successful Sons is an innovative faith-based initiative designed and planned to teach, guide, model and mentor young African-American males ages 9 -17 in South Philadelphia’s Point Breeze community. Trained volunteers guide participants through a series of self-directed learning modules that focus on spirituality, financial literacy, meaning of family, emotional and physical health, education, career development and social engagement.This program provides: - Life skills and communication training- Culturally competent mentorship- Networking and enrichment opportunities- Healthcare services that help to address underlying behavioral issues- Field trips- Activities- Case managementThis program is conducted four days a week after school."""
Rearing Successful Sons RSS (Presbytery of Philadelphia),xmlschema11-2#time,"""Sunday Closed"
Rearing Successful Sons RSS (Presbytery of Philadelphia),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),xmlschema11-2#time,"""Saturday Closed"
Rearing Successful Sons RSS (Presbytery of Philadelphia),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Rearing Successful Sons RSS (Presbytery of Philadelphia),conditionsOfAccess,"""This program helps people who are 9 to 17 years old.', 'This program supports young African-American males in South Philadelphia’s Point Breeze community."""
Outpatient Behavioral Health Services (Malvern Community Health Services),latitude,39.9696013
Outpatient Behavioral Health Services (Malvern Community Health Services),category,OutpatientTreatment
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,SchoolAgedChildren
Outpatient Behavioral Health Services (Malvern Community Health Services),category,GroupTherapy
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,BenefitRecipients
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,Adults
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,AllMentalHealth
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,Seniors
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,Teens
Outpatient Behavioral Health Services (Malvern Community Health Services),category,MedicationsForMentalHealth
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,Preschoolers
Outpatient Behavioral Health Services (Malvern Community Health Services),cost,SlidingScale
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,Toddlers
Outpatient Behavioral Health Services (Malvern Community Health Services),category,IndividualCounseling
Outpatient Behavioral Health Services (Malvern Community Health Services),availability,Available
Outpatient Behavioral Health Services (Malvern Community Health Services),category,FamilyCounseling
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,YoungAdults
Outpatient Behavioral Health Services (Malvern Community Health Services),language,English
Outpatient Behavioral Health Services (Malvern Community Health Services),category,MentalHealthCare
Outpatient Behavioral Health Services (Malvern Community Health Services),audience,Children
Outpatient Behavioral Health Services (Malvern Community Health Services),service type,Mental Health
Outpatient Behavioral Health Services (Malvern Community Health Services),postalCode,"""19151"""
Outpatient Behavioral Health Services (Malvern Community Health Services),url,"""https://www.twitter.com/@pbhsi"""
Outpatient Behavioral Health Services (Malvern Community Health Services),identifier,"""Outpatient Behavioral Health Services (Malvern Community Health Services)_4856424105771008"""
Outpatient Behavioral Health Services (Malvern Community Health Services),name,""""""
Outpatient Behavioral Health Services (Malvern Community Health Services),name,"""Outpatient Behavioral Health Services (Malvern Community Health Services)"""
Outpatient Behavioral Health Services (Malvern Community Health Services),hasMap,XMLSchema#anyUri
Outpatient Behavioral Health Services (Malvern Community Health Services),areaServed,"""This program covers residents of the following counties: Berks County, PA, Bucks County, PA, Lehigh County, PA, Montgomery County, PA and Philadelphia County, PA."""
Outpatient Behavioral Health Services (Malvern Community Health Services),provider,Outpatient Behavioral Health Services (Malvern Community Health Services)
Outpatient Behavioral Health Services (Malvern Community Health Services),address,"""6006 West Girard Avenue, Philadelphia, PA 19151"""
Outpatient Behavioral Health Services (Malvern Community Health Services),longitude,XMLSchema#decimal
Outpatient Behavioral Health Services (Malvern Community Health Services),availableChannel,AB-Outpatient Behavioral Health Services (Malvern Community Health Services)
Outpatient Behavioral Health Services (Malvern Community Health Services),availableChannel,P-Outpatient Behavioral Health Services (Malvern Community Health Services)
Outpatient Behavioral Health Services (Malvern Community Health Services),containedInPlace,19151
Outpatient Behavioral Health Services (Malvern Community Health Services),description,Outpatient Behavioral Health Services (Malvern Community Health Services)
Outpatient Behavioral Health Services (Malvern Community Health Services),telephone,"""tel:+1-215-924-0684"""
Outpatient Behavioral Health Services (Malvern Community Health Services),text,"""""""The Outpatient Services provide counseling and psychiatric treatment for children, adolescents, adults, couples, and families who are struggling to cope with life’s challengesThis program provides:- Individual therapy- Couple and family therapy- Group therapy- PsychiatryThis program accepts most forms of insurance, including Medical Assistance."""""""
Outpatient Behavioral Health Services (Malvern Community Health Services),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Outpatient Behavioral Health Services (Malvern Community Health Services),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Outpatient Behavioral Health Services (Malvern Community Health Services),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Outpatient Behavioral Health Services (Malvern Community Health Services),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Outpatient Behavioral Health Services (Malvern Community Health Services),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Outpatient Behavioral Health Services (Malvern Community Health Services),xmlschema11-2#time,"""Saturday Closed"
Outpatient Behavioral Health Services (Malvern Community Health Services),xmlschema11-2#time,"""Sunday Closed"
Outpatient Behavioral Health Services (Malvern Community Health Services),conditionsOfAccess,"""Eligible for Pennsylvania Medical Assistance (HealthChoices) and/or Covered under Select Private Insurance Health Plans."""
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",latitude,39.9929845
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",audience,YoungAdults
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",availability,Available
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",language,English
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",category,OutpatientTreatment
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",audience,Seniors
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",cost,ReducedCost
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",category,IndividualCounseling
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",category,GroupTherapy
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",category,FamilyCounseling
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",category,MentalHealthEvaluation
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",audience,Teens
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",category,NavigatingTheSystem
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",audience,Children
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",audience,AllMentalHealth
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",audience,Adults
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",language,Spanish
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",service type,Mental Health
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",postalCode,"""19134"""
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",url,"""None"""
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",identifier,"""Outpatient Treatment at The Welcome Center (COMHAR, Inc.)_6496970945593344"""
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",name,""""""
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",name,"""Outpatient Treatment at The Welcome Center (COMHAR, Inc.)"""
"Outpatient Treatment at The Welcome Center (COMHAR, Inc.)",hasMap,XMLSchema#anyUri
