Service_Name,Service_URL,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Google_Rating,Service_type
My SISTAS Resource Hub (Mady's Hands),https://www.auntbertha.com//mady%2527s-hands--philadelphia-pa--my-sistas-resource-hub/5957638318850048?postal=19131,"['food pantry', 'diapers & formula', 'personal care items', 'daily life skills', 'help find childcare', 'help find school']","['sexual and reproductive health', 'std/sti treatment & prevention']","['anyone in need', 'adults', 'young adults', 'teens', 'seniors', 'unemployed', 'individuals', 'families', 'with children', 'home renters']",267-825-5628,https://www.sistatalkphl.org,"1952 N 24th St., Philadelphia, PA 19121","https://www.google.com/maps/place/1952+N+24th+St,+Philadelphia,+PA+19121",['Anyone can access this program.'],available,"Mady's Hands provides a variety of services to assist individuals and families gain success and stability. This program offers support, direction, and success planning through free one-on one engagement.

Located at 1952 N 24th St, Philadelphia PA, 19121.

Our services will be available for walk-in only, no appointment needed.

 Monday: 1pm-5pm
Tuesday: 1pm-5pm
Wednesday: 1pm-5pm
Thursday: By Appt. Only

Our services include the following:

Food Pantry
Nursery Pantry including Diapers, clothing and other baby items.
HIV Testing Kits (Take Home)
Clothing Bank (availability varies-please call to see if we have your size, if not we have a referral for you)

See you soon!",['English'],Free,Yes,None,None,"This program covers residents of the following counties: Philadelphia County, PA.",39.9851246,-75.175872,19121,No,1:00PM - 5:00PM,1:00PM - 5:00PM,1:00PM - 5:00PM,Closed,Closed,Closed,Closed,0,Food
Helping Hands For The Hungry (St. Cyprian Church),https://www.auntbertha.com//st.-cyprian-church--philadelphia-pa--helping-hands-for-the-hungry/5375543808360448?postal=19131,"['food pantry', 'meals', 'clothing', 'spiritual support']","['food pantry', 'meals', 'clothing', 'spiritual support']","['anyone in need', 'all ages', 'individuals', 'families']",215-747-3250,https://saintcyprianchurch.org/hope-ministries/,"525 Cobbs Creek Parkway, Philadelphia, PA 19143","https://www.google.com/maps/?q=525+Cobbs+Creek+Parkway,+Philadelphia,+PA+19143/",['Anyone can access this program.'],available,"Helping Hands for the Hungry is a ministry that serves the needy on the last Saturday of each month. Our volunteers provide a delicious hot meal, food bags, clothing, but most importantly prayer and Godâ€™s Word.This program provides:- Meals- Food pantry- Clothing",['English'],Free,Yes,https://www.facebook.com/StCyprianPhilly/,https://www.twitter.com/@StCyprianPhilly,"This program covers residents of the following counties: Philadelphia County, PA.",39.9539798,-75.248341,19143,No,9:30 - 11:15AM,Closed,9:30 - 11:15AM,Closed,Closed,Closed,Closed,4.5,Food
Food Pantry (The Common Place),https://www.auntbertha.com//the-common-place--philadelphia-pa--food-pantry/6175811663822848?postal=19131,['food pantry'],['food pantry'],"['anyone in need', 'all ages']",267-275-8238,https://www.thecommonplacephilly.org/,"5736 Chester Avenue, Philadelphia, PA 19143","https://www.google.com/maps/?q=5736+Chester+Avenue,+Philadelphia,+PA+19143/",['Anyone can access this program.'],available,The Common Place's food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,Yes,https://www.facebook.com/tcpphilly/,None,"This program covers residents of the following cities: Philadelphia, PA.",39.9356486,-75.227944,19143,No,Closed,Closed,Closed,Closed,Closed,10:00AM - 1:00PM,Closed,4.6,Food
Food Pantry (Freedom Christian Bible Fellowship),https://www.auntbertha.com//freedom-christian-bible-fellowship--philadelphia-pa--food-pantry/4728001526759424?postal=19131,['food pantry'],['food pantry'],"['anyone in need', 'all ages', 'individuals', 'families']",215-477-0800,https://www.freedomcbf.org/?fbclid=IwAR2yiqJ1PiUJeuPwFzKenOqcae1Woy-UaDlgPOe83CzgPcr7PQEdPgq9Ma0,"6100 West Columbia Avenue, Philadelphia, PA 19151","https://www.google.com/maps/?q=6100+West+Columbia+Avenue,+Philadelphia,+PA+19151/",['Anyone can access this program.'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,Yes,https://www.facebook.com/FCBFChurch?ref=br_tf,None,"This program covers residents of the following counties: Philadelphia County, PA.",39.9806481,-75.243076,19151,No,Closed,11:00AM - 1:00PM,Closed,Closed,Closed,Closed,Closed,4.9,Food
Food Distribution (Mighty Writers),https://www.auntbertha.com//mighty-writers--philadelphia-pa--food-distribution/5579956938342400?postal=19131,"['food pantry', 'diapers & formula', 'books', 'personal care items']","['food pantry', 'diapers & formula', 'books', 'personal care items']","['anyone in need', 'all ages', 'families']",267-239-0899,https://mightywriters.org/food-distribution/,"2300 Master Street, Philadelphia, PA 19121","https://www.google.com/maps/place/2300+Master+St,+Philadelphia,+PA+19121",['Anyone can access this program.'],available,"Mighty Writers' response to the coronavirus, Mighty Writers will bolster and expand the recently launched food-literacy distribution. Each meal box will come with writing worksheets for kids in both English and Spanish. In addition, novels and children's books will be distributed weekly.This program provides:- Food to meet nutritional needs- Books",['English'],Free,Yes,https://www.facebook.com/MightyWriters/,https://www.twitter.com/@MightyWriters,"This program covers residents of the following cities: Atlantic City, NJ, Camden, NJ, Philadelphia, PA and Toughkenamon, PA.",39.9760487,-75.1767702,19121,No,12:00PM - 1:30PM,12:00PM - 1:30PM,12:00PM - 1:30PM,12:00PM - 1:30PM,12:00PM - 1:30PM,Closed,Closed,5,Food
Food Pantry (Mission of St. Joan of Arc),https://www.auntbertha.com//mission-of-st.-joan-of-arc--philadelphia-pa--food-pantry/6017524549025792?postal=19131,['food pantry'],['food pantry'],"['anyone in need', 'all ages', 'individuals', 'families']",215-535-4641,https://www.holyinnocentsrc.org/joanofarc,"2025 East Atlantic Street, Philadelphia, PA 19134","https://www.google.com/maps/?q=2025+East+Atlantic+Street,+Philadelphia,+PA+19134/",['Anyone can access this program.'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,Yes,https://www.facebook.com/HolyInnocentsParish,None,"This program covers residents of the following counties: Philadelphia County, PA.",39.9979138,-75.102656,19134,No,10:00AM - 12:00PM,Closed,Closed,10:00AM - 12:00PM,Closed,Closed,Closed,4.7,Food
Food Pantry (New Testament Church of God - Community Outreach Mission),https://www.auntbertha.com//new-testament-church-of-god---community-outreach-mission--philadelphia-pa--food-pantry/6265791971065856?postal=19131,"['food pantry', 'clothing', 'personal care items', 'supplies for school']","['food pantry', 'clothing', 'personal care items', 'supplies for school']","['anyone in need', 'all ages', 'individuals', 'families']",215-472-6630,https://www.poyserwaycog.com/community-outreach,"935 South 53rd Street, Philadelphia, PA 19143","https://www.google.com/maps/?q=935+South+53rd+Street,+Philadelphia,+PA+19143/",['Anyone can access this program.'],available,"The Community Outreach Mission provides basic items to families with children from our surrounding areas. Some of our focus areas are senior citizens, pregnant mothers, school age children, youths, individuals with disabilities, and underprivileged families as a whole.This program provides:- Food to meet basic nutritional needs - School supplies- Clothing- Toiletries- Additional services as neededThe food pantry is open every Saturday at 12pm and on Sundays post-service.",['English'],Free,Yes,None,None,"This program covers residents of the following counties: Delaware County, PA and Philadelphia County, PA.",39.9456921,-75.227192,19143,No,Closed,Closed,Closed,Closed,Closed,12:00PM - 2:00PM,12:00PM - 2:00PM,4.8,Food
Food Pantry (Enon Tabernacle Baptist Church),https://www.auntbertha.com//enon-tabernacle-baptist-church--philadelphia-pa--food-pantry/6307063804985344?postal=19131,['food pantry'],['food pantry'],"['anyone in need', 'all ages', 'individuals', 'families']",215-276-7200,https://enontab.org/updates/,"226 West Coulter Street, Philadelphia, PA 19144","https://www.google.com/maps/?q=226+West+Coulter+Street,+Philadelphia,+PA+19144/",['Anyone can access this program.'],available,Enon Tabernacle Baptist Church offers a Food Pantry for those in need. Clients may visit once a month.This program provides: - Food to meet basic nutritional needsPlease call to schedule a pick-up or if you have any questions about the service.,['English'],Free,Yes,https://www.facebook.com/enontab,https://www.twitter.com/@EnonTab,"This program covers residents of the following counties: Philadelphia County, PA.",40.028436,-75.174988,19144,No,10:00AM - 12:00PM,10:00AM - 12:00PM,10:00AM - 12:00PM,10:00AM - 12:00PM,Closed,Closed,Closed,4.8,Food
Food Cupboard (The Church of the Redeemer Baptist),https://www.auntbertha.com//the-church-of-the-redeemer-baptist--philadelphia-pa--food-cupboard/6476535566696448?postal=19131,['food pantry'],['food pantry'],"['anyone in need', 'all ages', 'individuals', 'families']",215-465-1230,https://cotrb.org/outreach-ministries/#FOOD,"1440 South 24th Street, Philadelphia, PA 19146","https://www.google.com/maps/?q=1440+South+24th+Street,+Philadelphia,+PA+19146/",['Anyone can access this program.'],available,The purpose of the ministry is to respond to the need of the community by providing food and other assistance for those who are less fortunate than others.This program provides:- Food to meet basic nutritional needs,['English'],Free,Yes,None,None,"This program covers residents of the following cities: Philadelphia, PA.",39.9340607,-75.184591,19146,No,Closed,Closed,Closed,Closed,Closed,7:30 - 9:30AM,Closed,4.6,Food
Food Pantries (Catholic Social Services - Philadelphia),https://www.auntbertha.com//catholic-social-services---philadelphia--philadelphia-pa--food-pantries/4567796139294720?postal=19131,['food pantry'],"['diapers & formula', 'parenting education']","['anyone in need', 'all ages', 'individuals', 'families', 'low-income']",215-724-8550,https://cssphiladelphia.org/family-service-centers/,"6214 Grays Avenue, Philadelphia, PA 19142","https://www.google.com/maps/?q=6214+Grays+Avenue,+Philadelphia,+PA+19142/",['This program serves anyone in need.'],available,Catholic Social Services' Food Pantries provide quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,Yes,https://www.facebook.com/cssphiladelphia,https://www.twitter.com/@CSSPhiladelphia,"This program covers residents of the following cities: Philadelphia, PA.",39.925611,-75.228233,19142,No,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,8:30AM - 4:30PM,Closed,Closed,4,Food
Food Pantry (Turning Points for Children),https://www.auntbertha.com//turning-points-for-children--philadelphia-pa--food-pantry/6317383527694336?postal=19131,['food pantry'],['food pantry'],"['anyone in need', 'all ages', 'individuals', 'families']",833-926-2331,https://turningpointsforchildren.phmc.org/programs/fawn,"6601 Elmwood Avenue, Philadelphia, PA 19142","https://www.google.com/maps/?q=6601+Elmwood+Avenue,+Philadelphia,+PA+19142/",['Anyone can access this program.'],available,"Food and Wellness Network (FAWN) food pantry serves children, adults or senior citizens with limited or no income, who simply have fallen on hard times or recently unemployed and need assistance to make ends meet. Services provided to our community include:- Food to meet basic nutritional needs",['English'],Free,Yes,https://www.facebook.com/TurningPointsforChildren,https://www.twitter.com/@TP4C,"This program covers residents of the following counties: Philadelphia County, PA.",39.9215039,-75.232455,19142,No,Closed,Closed,Closed,Closed,10:00AM - 2:00PM,Closed,Closed,3,Food
Social Services Program (Salvation Army Eastern Pennsylvania and Delaware),https://www.auntbertha.com//salvation-army-eastern-pennsylvania-%2526-delaware--philadelphia-pa--social-services-program/4620877509427200?postal=19131,"['food pantry', 'meals', 'clothing', 'toys & gifts', 'parenting education', 'counseling', 'financial education', 'navigating the system', 'support network', 'spiritual support', 'skills & training', 'interview training', 'resume development', 'help find work']","['food pantry', 'meals', 'clothing', 'toys & gifts', 'parenting education', 'counseling', 'financial education', 'navigating the system', 'support network', 'spiritual support', 'skills & training', 'interview training', 'resume development', 'help find work']","['all ages', 'individuals', 'families', 'homeless', 'near homeless', 'low-income']",215-474-1010,https://easternusa.salvationarmy.org/,"5501 Market Street, Philadelphia, PA 19139","https://www.google.com/maps/?q=5501+Market+Street,+Philadelphia,+PA+19139/",['This program serves residents of Pennsylvania.'],available,Salvation Army Eastern Pennsylvania & Delaware social workers provide social services to meet the needs of the community. This program provides:- Access to nutritious food- Counseling Services- Financial Education- Spiritual Support- Referrals- Help find work- Resume Building- Interview skills- Job placement- Toys & Gifts (Holiday season)- Clothing (all ages)- Men's and women's support groupsServices offered may change depending on location. Please contact the nearest office for more information.,['English'],Free,Yes,https://www.facebook.com/SalvationArmyPhiladelphia,https://www.twitter.com/@SalArmyPhilly,"This program covers residents of the following cities: Dover, DE, Seaford, DE, Wilmington, DE, Allentown, PA, Berwick, PA, Bethlehem, PA, Boyertown, PA, Carlisle, PA, Chambersburg, PA, Chester, PA, Coal Township, PA, Coatesville, PA, Darby, PA, East Stroudsburg, PA, Easton, PA, Harrisburg, PA, Hazleton, PA, Lancaster, PA, Lebanon, PA, Levittown, PA, Lewistown, PA, Lock Haven, PA, Milton, PA, Norristown, PA, Pen Argyl, PA, Philadelphia, PA, Pottstown, PA, Pottsville, PA, Reading, PA, Scranton, PA, State College, PA, Sunbury, PA, Tamaqua, PA, West Chester, PA, Wilkes Barre, PA, Williamsport, PA and York, PA.",39.9610016,-75.231293,19139,No,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,4.1,Food
